time,open,high,low,close,tick_volume,spread
1344211200,1397.9,1398.9,1397.7,1398.4,84,0
1344297600,1393.2,1407.2,1391.4,1400.2,3305,0
1344384000,1400.4,1403.4,1393.9,1400.2,3131,0
1344470400,1399.9,1406.7,1396.7,1403.0,3230,0
1344556800,1403.4,1403.4,1398.4,1399.2,3054,0
1344816000,1404.4,1406.7,1396.9,1404.4,2774,0
1344902400,1404.5,1412.2,1400.3,1402.2,3041,0
1344988800,1401.9,1407.9,1399.4,1406.2,2592,0
1345075200,1406.4,1417.4,1404.2,1415.4,2662,0
1345161600,1415.7,1415.7,1413.9,1414.4,2233,0
1345420800,1416.9,1419.7,1411.4,1417.2,2308,0
1345507200,1417.0,1426.8,1410.3,1413.1,2729,0
1345593600,1412.9,1415.9,1406.4,1414.4,3503,0
1345680000,1414.6,1419.9,1400.3,1403.5,3457,0
1345766400,1403.7,1404.0,1402.2,1403.2,2710,0
1346025600,1414.7,1417.8,1408.9,1410.4,2193,0
1346112000,1410.3,1413.9,1405.2,1410.9,3020,0
1346198400,1411.2,1413.8,1406.2,1408.2,2323,0
1346284800,1408.0,1408.2,1396.7,1397.2,2390,0
1346371200,1397.4,1399.9,1396.9,1398.7,3736,0
1346630400,1405.9,1410.4,1397.9,1407.9,1901,0
1346716800,1408.2,1410.4,1395.9,1405.4,2931,0
1346803200,1405.2,1408.8,1398.2,1404.5,3540,0
1346889600,1404.2,1433.5,1404.0,1431.7,3510,0
1346976000,1431.5,1433.0,1431.2,1432.5,3454,0
1347235200,1437.3,1438.5,1425.0,1426.7,2465,0
1347321600,1427.0,1438.0,1422.2,1429.2,2549,0
1347408000,1428.9,1439.9,1428.9,1439.2,3898,0
1347494400,1438.9,1463.7,1434.9,1459.0,4121,0
1347580800,1458.9,1460.9,1458.9,1460.2,3467,0
1347840000,1464.0,1465.3,1457.2,1461.2,2657,0
1347926400,1461.4,1462.9,1455.7,1460.7,3288,0
1348012800,1460.5,1465.3,1457.5,1459.4,3326,0
1348099200,1459.5,1462.4,1449.6,1461.4,3340,0
1348185600,1461.2,1464.1,1461.1,1463.4,2968,0
1348444800,1458.8,1460.5,1451.1,1458.7,2682,0
1348531200,1458.5,1463.2,1441.4,1444.2,3199,0
1348617600,1443.9,1445.9,1429.9,1435.7,3299,0
1348704000,1435.9,1450.2,1435.2,1448.4,3443,0
1348790400,1448.2,1449.2,1446.4,1447.9,3595,0
1349049600,1436.4,1457.2,1433.7,1442.9,3891,0
1349136000,1443.2,1451.7,1438.2,1445.3,3663,0
1349222400,1445.1,1455.0,1440.8,1453.9,3380,0
1349308800,1453.8,1463.4,1450.9,1462.4,3625,0
1349395200,1462.3,1464.2,1461.9,1463.4,3107,0
1349654400,1458.4,1459.7,1452.5,1454.4,2640,0
1349740800,1454.7,1459.2,1439.2,1439.4,3625,0
1349827200,1439.3,1442.4,1426.2,1427.4,3719,0
1349913600,1427.2,1443.9,1427.2,1434.9,3193,0
1350000000,1435.2,1439.4,1425.2,1426.3,3641,0
1350259200,1423.2,1441.9,1422.4,1441.7,3237,0
1350345600,1441.8,1456.2,1439.4,1455.7,2935,0
1350432000,1455.5,1462.9,1451.2,1461.2,2827,0
1350518400,1461.0,1464.4,1452.7,1456.4,3640,0
1350604800,1456.7,1458.2,1455.7,1456.4,3375,0
1350864000,1428.7,1437.4,1421.7,1436.2,3449,0
1350950400,1435.9,1437.9,1407.0,1413.2,4328,0
1351036800,1412.9,1419.7,1406.7,1410.7,3649,0
1351123200,1410.8,1421.4,1401.9,1411.4,4108,0
1351209600,1411.2,1411.7,1406.4,1406.7,4668,0
1351468800,1407.7,1411.2,1401.5,1402.5,1723,0
1351555200,1402.4,1417.1,1398.4,1415.6,2257,0
1351641600,1415.4,1422.8,1405.2,1407.0,3678,0
1351728000,1407.2,1430.0,1403.5,1427.7,3642,0
1351814400,1428.0,1429.0,1427.0,1427.2,3855,0
1352073600,1408.3,1420.0,1407.3,1415.5,2922,0
1352160000,1415.2,1433.4,1414.6,1426.6,2691,0
1352246400,1426.4,1434.6,1387.2,1396.4,6750,0
1352332800,1396.1,1400.4,1375.9,1379.6,5286,0
1352419200,1379.5,1383.6,1378.4,1381.9,4775,0
1352678400,1377.7,1384.8,1375.9,1377.9,3049,0
1352764800,1378.0,1389.1,1368.7,1375.7,4503,0
1352851200,1375.4,1384.4,1352.4,1357.1,4608,0
1352937600,1356.9,1361.6,1347.9,1352.6,4557,0
1353024000,1352.5,1352.6,1350.1,1352.1,5003,0
1353283200,1366.8,1387.9,1364.2,1382.9,3378,0
1353369600,1383.2,1389.9,1376.4,1387.9,3642,0
1353456000,1388.2,1394.2,1379.7,1393.4,3453,0
1353542400,1393.2,1396.2,1392.4,1393.9,1148,0
1353628800,1394.2,1394.2,1392.7,1393.4,1965,0
1353888000,1404.0,1407.2,1397.4,1406.9,2858,0
1353974400,1407.2,1409.9,1396.4,1396.7,3597,0
1354060800,1396.9,1409.9,1384.4,1406.0,4053,0
1354147200,1406.2,1419.5,1406.0,1413.2,3968,0
1354233600,1413.0,1415.9,1411.4,1414.7,3526,0
1354492800,1414.7,1424.9,1405.9,1407.4,3363,0
